ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0055007,cardiac muscle cell differentiation,34/900,85/6311,4.043102964334426e-9,5.019968809588131e-7,3.9236632502776883e-7,Actc1/Adra1a/Alpk2/Alpk3/Bmpr1a/Camk2d/Csrp3/Cxadr/Fhl2/Fhod3/Gsk3b/Itgb1/Mef2a/Mef2c/Meis1/Myh6/Myl2/Mylk3/Myo18b/Myocd/Neb/Nebl/Pdlim5/Ppara/Prickle1/Prox1/Rarb/Rbpj/Sik1/Slc8a1/Sox6/Ttn/Vegfa/Xirp1,34
GO:0008016,regulation of heart contraction,40/900,110/6311,4.72868133815645e-9,5.687717022051305e-7,4.4455826527799787e-7,Abcc9/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Casq2/Ccn2/Csrp3/Cxadr/Dsg2/Dsp/Ednra/Gja1/Hdac4/Hopx/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mef2a/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nppa/Pik3r1/Pln/Scn5a/Slc8a1/Snta1/Tgfb2/Thrb/Tmem65/Tnni3/Tnnt2/Tpm1,40
GO:0003007,heart morphogenesis,47/900,143/6311,9.48552620784124e-9,1.1063572840600283e-6,8.647411133017627e-7,Abcc9/Actc1/Adamts1/Alpk2/Angpt1/Ankrd1/Bmpr1a/Ccn1/Col5a1/Cpe/Dag1/Dhrs3/Dsp/Ednra/Eln/Ext1/Fhl2/Gja1/Hand2os1/Heg1/Insr/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Myl3/Nedd4/Nrp1/Prickle1/Prox1/Rbpj/Slc8a1/Slit2/Slit3/Tbx20/Tead1/Tgfb2/Tmed2/Tnni3/Tnnt2/Tpm1/Ttn/Vegfa/Xirp1/Xirp2/Zfpm2,47
GO:0035051,cardiocyte differentiation,36/900,99/6311,2.8119647519184196e-8,3.18330950886294e-6,2.4881099879203846e-6,Actc1/Adra1a/Alpk2/Alpk3/Bmpr1a/Camk2d/Csrp3/Cxadr/Ednra/Fhl2/Fhod3/Gsk3b/Itgb1/Mef2a/Mef2c/Meis1/Myh6/Myl2/Mylk3/Myo18b/Myocd/Neb/Nebl/Pdlim5/Ppara/Prickle1/Prox1/Rarb/Rbpj/Sik1/Slc8a1/Sox6/Tgfb2/Ttn/Vegfa/Xirp1,36
GO:0006941,striated muscle contraction,34/900,91/6311,3.133428559810801e-8,3.4257136717170712e-6,2.6775757678050043e-6,Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Dsg2/Dsp/Hdac4/Kcnn2/Kcnq1/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nedd4l/Nppa/Pln/Prkd1/Scn5a/Slc8a1/Snta1/Tnni3/Tnnt2/Tpm1/Ttn,34
GO:0031032,actomyosin structure organization,41/900,121/6311,3.2040969649730984e-8,3.4257136717170712e-6,2.6775757678050043e-6,Actc1/Ankrd23/Casq2/Ccn2/Clasp1/Csrp3/Eln/Epb41/Fermt2/Fhod3/Flnc/Itgb1/Itgb5/Kank2/Lmod2/Mef2a/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myo18b/Myom2/Myoz2/Neb/Nebl/Nrp1/Pak2/Pdlim1/Pgm5/Pik3r1/Ppm1e/Ppp1r9a/Prkd1/Prox1/Tnnt2/Tpm1/Ttn/Xirp1/Zeb2,41
GO:1903522,regulation of blood circulation,42/900,127/6311,4.823351038832476e-8,5.0175886887746486e-6,3.9218029214745995e-6,Abcc9/Adra1a/Agtr1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Casq2/Ccn2/Csrp3/Cxadr/Dsg2/Dsp/Ednra/Gja1/Hdac4/Hopx/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mef2a/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nppa/Per2/Pik3r1/Pln/Scn5a/Slc8a1/Snta1/Tgfb2/Thrb/Tmem65/Tnni3/Tnnt2/Tpm1,42
GO:0003206,cardiac chamber morphogenesis,27/900,65/6311,6.393135033101905e-8,6.435757669694037e-6,5.030259512377941e-6,Adamts1/Bmpr1a/Ccn1/Cpe/Dhrs3/Dsp/Ednra/Fhl2/Hand2os1/Heg1/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Myl3/Nrp1/Prox1/Rbpj/Slit2/Slit3/Tbx20/Tgfb2/Tnni3/Tnnt2/Tpm1/Zfpm2,27
GO:0055013,cardiac muscle cell development,28/900,69/6311,6.668498413220883e-8,6.435757669694037e-6,5.030259512377941e-6,Actc1/Adra1a/Alpk2/Alpk3/Bmpr1a/Camk2d/Csrp3/Cxadr/Fhl2/Fhod3/Gsk3b/Mef2a/Meis1/Myh6/Myl2/Mylk3/Myo18b/Myocd/Neb/Nebl/Pdlim5/Ppara/Prickle1/Prox1/Slc8a1/Ttn/Vegfa/Xirp1,28
GO:0010927,cellular component assembly involved in morphogenesis,31/900,81/6311,6.688238679858703e-8,6.435757669694037e-6,5.030259512377941e-6,Actc1/Agfg1/Ankrd23/Casq2/Clasp1/Csrp3/Dag1/Fhod3/Flnc/Itgb1/Lmod2/Mef2a/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myom2/Myoz2/Neb/Nebl/Pafah1b1/Pgm5/Pln/Prkd1/Prox1/Tnnt2/Tpm1/Ttn/Xirp1,31
GO:0007155,cell adhesion,102/900,436/6311,8.094450202499459e-8,7.503114937177868e-6,5.864517780545692e-6,Ackr3/Adam17/Adam19/Adamts9/Angpt1/Ank3/Arid1b/Atp1b1/Atp2c1/B4galt1/Bcl2/Cblb/Ccn1/Ccn2/Cd59a/Cdh13/Cdh2/Cdh4/Cebpb/Cfdp1/Clasp1/Col5a1/Ctnnal1/Ctnnd1/Cxadr/Dag1/Dsg2/Dsp/Dst/Dysf/Epha4/Ext1/Faf1/Farp2/Fer/Fermt2/Golph3/Gpam/Gsk3b/Hmcn1/Hspb1/Il15/Itga1/Itga9/Itgb1/Itgb5/Kank1/Kif26b/Lama2/Lims1/Lpp/Lsamp/Malt1/Mkln1/Mybpc3/Myot/Nck1/Nedd9/Nexn/Nr4a3/Nrp1/Ntn1/Nuak1/Parvb/Pcdh7/Pdia3/Pdpk1/Pgm5/Pik3r1/Pip5k1a/Plcb1/Plpp3/Plxna2/Plxna4/Ppara/Ppp1cb/Ppp1r12a/Prickle1/Prkce/Prlr/Ptprk/Rbpj/Rc3h1/Ripor2/Runx1/Sema5a/Shb/Slc23a2/Slit2/Slk/Spta1/Stab1/Stat5b/Tesk2/Tfrc/Tgfb2/Tgm2/Tnfsf13b/Tpm1/Vegfa/Wdpcp/Zfp608,102
GO:0035725,sodium ion transmembrane transport,22/900,47/6311,8.187342877668757e-8,7.503114937177868e-6,5.864517780545692e-6,Ank3/Atp1a1/Atp1b1/Camk2d/Hcn1/Hecw2/Kcnq1/Kif5b/Nedd4/Nedd4l/Nppa/Plcb1/Scn5a/Slc23a2/Slc24a2/Slc4a4/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Wnk2,22
GO:0003012,muscle system process,58/900,206/6311,1.0264514575704151e-7,9.187934093461692e-6,7.1813911033935035e-6,Abcc8/Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Cmya5/Csrp3/Dsg2/Dsp/Ednra/Fbxo32/Flt1/Foxo1/Gsk3b/Hdac4/Igfbp5/Kcnip2/Kcnn2/Kcnq1/Lmod2/Mef2a/Mef2c/Meis1/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Myocd/Myom2/Myoz2/Nedd4l/Nppa/Nppb/Nr4a3/Pdlim5/Pln/Ppara/Prkd1/Rap1gds1/Scn5a/Slc8a1/Snta1/Tbx20/Tead1/Tnni3/Tnnt2/Tpm1/Trim63/Ttn,58
GO:0042391,regulation of membrane potential,49/900,163/6311,1.1480035354987382e-7,1.0042421836669645e-5,7.84926819247702e-6,Abcc9/Adra1a/Ank3/Atp1a1/Atp1b1/Atxn1/Bcl2/Bdnf/Bnip3/Cacna1c/Cacnb2/Camk2d/Casq2/Cux2/Cxadr/Dpp6/Dsg2/Dsp/Gja1/Got1/Gsk3b/Hcn1/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Kif5b/Mapt/Mef2c/Mfn1/Nedd4/Nedd4l/Nnt/Nppa/Nr3c2/Pid1/Popdc3/Ppp1r9a/Prkce/Rapgef4/Scn5a/Slc25a33/Slc4a4/Slc8a1/Slmap/Snta1/Tmem108/Xirp1/Zmynd8,49
GO:0003208,cardiac ventricle morphogenesis,20/900,41/6311,1.3579712078425962e-7,1.1615180397747006e-5,9.078553712313778e-6,Bmpr1a/Cpe/Dsp/Ednra/Hand2os1/Heg1/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tbx20/Tgfb2/Tnni3/Tnnt2/Tpm1/Zfpm2,20
GO:0003229,ventricular cardiac muscle tissue development,18/900,35/6311,2.082768884491501e-7,1.7427342253060407e-5,1.3621403825804827e-5,Adamts9/Bmpr1a/Dsg2/Dsp/Ednra/Heg1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tgfb2/Tnni3/Tnnt2/Tpm1/Zfpm2,18
GO:0033993,response to lipid,70/900,272/6311,2.416462034046444e-7,1.9789281636265453e-5,1.5467521821511168e-5,Abca1/Abcb4/Abhd2/Adam17/Adcy5/Adcy8/Agl/Agtr1a/Alpl/Ankrd1/Atp1a1/Bcl2/Bdnf/Cebpb/Ces1d/Ednra/Esrrb/Fbxo32/Fer/Foxo1/Ghr/Gramd1b/Gsk3b/Hadhb/Irs1/Kank2/Kdm3a/Lbh/Lpl/Malt1/Map7/Mapkapk2/Mapkapk3/Mef2c/Mrc1/Nedd4/Noct/Nr2c2/Nr3c2/Pdia3/Pid1/Pik3r1/Plcb1/Pln/Por/Ppargc1b/Ppm1e/Prkaa2/Prkce/Prkd1/Ptges3/Rora/Runx1/Setx/Smyd3/Socs2/Stat3/Stat5b/Stk39/Strn3/Tab2/Tead1/Tgfb2/Tlr4/Trim24/Trim63/Twf2/Uba5/Ubr5/Ufl1,70
GO:0055006,cardiac cell development,28/900,73/6311,2.7455841571373766e-7,2.162119161281876e-5,1.689936295946617e-5,Actc1/Adra1a/Alpk2/Alpk3/Bmpr1a/Camk2d/Csrp3/Cxadr/Fhl2/Fhod3/Gsk3b/Mef2a/Meis1/Myh6/Myl2/Mylk3/Myo18b/Myocd/Neb/Nebl/Pdlim5/Ppara/Prickle1/Prox1/Slc8a1/Ttn/Vegfa/Xirp1,28
GO:0003205,cardiac chamber development,33/900,94/6311,2.791888150871302e-7,2.162119161281876e-5,1.689936295946617e-5,Adamts1/Adamts6/Bmpr1a/Ccn1/Cpe/Dhrs3/Dsp/Ednra/Fhl2/Hand2os1/Heg1/Luzp1/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Myl3/Myocd/Nrp1/Prox1/Rbpj/Scn5a/Slit2/Slit3/Tbx20/Tgfb2/Tmem65/Tnni3/Tnnt2/Tpm1/Xirp2/Zfpm2,33
GO:0055010,ventricular cardiac muscle tissue morphogenesis,16/900,29/6311,2.8168185249280293e-7,2.162119161281876e-5,1.689936295946617e-5,Bmpr1a/Dsp/Ednra/Heg1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tgfb2/Tnni3/Tnnt2/Tpm1/Zfpm2,16
GO:0006936,muscle contraction,43/900,139/6311,2.864850018845822e-7,2.162119161281876e-5,1.689936295946617e-5,Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Dsg2/Dsp/Ednra/Flt1/Hdac4/Kcnip2/Kcnn2/Kcnq1/Lmod2/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Myocd/Myom2/Nedd4l/Nppa/Pln/Prkd1/Rap1gds1/Scn5a/Slc8a1/Snta1/Tbx20/Tnni3/Tnnt2/Tpm1/Trim63/Ttn,43
GO:0003231,cardiac ventricle development,28/900,74/6311,3.8271659601035547e-7,2.8328388039304967e-5,2.2141782012097083e-5,Bmpr1a/Ccn1/Cpe/Dsp/Ednra/Hand2os1/Heg1/Luzp1/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Myl3/Myocd/Prox1/Rbpj/Scn5a/Slit2/Slit3/Tbx20/Tgfb2/Tmem65/Tnni3/Tnnt2/Tpm1/Xirp2/Zfpm2,28
GO:0008217,regulation of blood pressure,26/900,67/6311,5.610650440677813e-7,4.074602555880925e-5,3.184754510319204e-5,Abcc9/Adra1a/Agtr1a/Arhgef12/Atp1a1/Cacna1c/Ednra/Ext1/Gja1/Kcnq1/Lnpep/Myh6/Nampt/Nav2/Ncald/Nedd4l/Nppa/Nppb/Npr3/Nr3c2/Pik3r1/Ppara/Rps6ka2/Stk39/Tnni3/Tpm1,26
GO:0048729,tissue morphogenesis,68/900,271/6311,9.90190451623743e-7,7.057857496851457e-5,5.5164996310734064e-5,Actc1/Adarb1/Agtr1a/Angpt1/Ankrd1/Bcl2/Bmpr1a/Btrc/Ccn1/Clasp1/Col4a1/Col5a1/Ctnnd1/Dag1/Dsp/Ednra/Enah/Epha4/Ext1/Fermt2/Flt1/Gja1/Heg1/Hs2st1/Igf1r/Igfbp5/Intu/Kif26b/Luzp1/Mef2c/Mgp/Mllt3/Mtss1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Myo9a/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pbx1/Prickle1/Prkacb/Prox1/Rbpj/Runx1/Sema5a/Shroom3/Slit2/Stard13/Tbx20/Tead1/Tgfb2/Tgm2/Tmed2/Tnni3/Tnnt2/Tpm1/Ttn/Vegfa/Wdpcp/Xirp2/Zeb2/Zfp568/Zfpm2,68
GO:0098660,inorganic ion transmembrane transport,67/900,266/6311,1.0299801003792244e-6,7.207988011562972e-5,5.63384330504081e-5,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank/Ank3/Ano4/Asph/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc20a2/Slc23a2/Slc24a2/Slc25a3/Slc39a14/Slc4a4/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2,67
GO:0034762,regulation of transmembrane transport,61/900,237/6311,1.4710898464931612e-6,1.0111115748486032e-4,7.902960115183186e-5,Abcc8/Abcc9/Acsl1/Agtr1a/Ank3/Asph/Atp1b1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Clic5/Dapk1/Dpp6/Dysf/Ednra/Gja1/Hcn1/Hecw2/Hk2/Insr/Irs1/Irs2/Itgb1/Kcnd3/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kif5b/Mef2a/Mef2c/Ndufa4/Nedd4/Nedd4l/Nfe2l2/Nipsnap2/Nppa/Nr3c2/Nr4a3/Osbpl8/Per2/Pid1/Pirt/Plcb1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2/Ywhaq,61
GO:0007411,axon guidance,28/900,79/6311,1.7942782427149055e-6,1.1907201648637364e-4,9.306800758038475e-5,Adam17/Ank3/Bdnf/Cdh4/Dag1/Ednra/Enah/Epha4/Ext1/Kalrn/Kif5b/Lama2/Lrtm1/Mef2c/Mycbp2/Myot/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Plxna2/Plxna4/Sema5a/Slit2/Slit3/Tgfb2/Vegfa,28
GO:0097485,neuron projection guidance,28/900,79/6311,1.7942782427149055e-6,1.1907201648637364e-4,9.306800758038475e-5,Adam17/Ank3/Bdnf/Cdh4/Dag1/Ednra/Enah/Epha4/Ext1/Kalrn/Kif5b/Lama2/Lrtm1/Mef2c/Mycbp2/Myot/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Plxna2/Plxna4/Sema5a/Slit2/Slit3/Tgfb2/Vegfa,28
GO:0009725,response to hormone,78/900,331/6311,2.27414908380057e-6,1.483593190431931e-4,1.15959287805567e-4,Abhd2/Acsl1/Adcy8/Adra1a/Agl/Agtr1a/Alpl/Atp1a1/Bcas3/Bcl2/Bdnf/Ccnd3/Cpeb1/Csrp3/Ednra/Esrrb/Fbxo32/Fer/Fhl2/Foxo1/Ghr/Gpam/Grb14/Gsk3b/Hadha/Hdac9/Igf1r/Insr/Irs1/Irs2/Kank1/Kank2/Kcnq1/Kdm3a/Lbh/Lnpep/Lpin1/Lpl/Mb/Mef2c/Nck1/Nedd4/Nfe2l2/Nr3c2/Nr4a3/Osbpl8/Pdpk1/Pid1/Pik3r1/Plcb1/Por/Ppara/Ppargc1b/Prkaa2/Prkce/Prkd1/Ptges3/Rap1gds1/Rarb/Rcan1/Slc25a33/Slc39a14/Smyd3/Socs2/Sord/Stat3/Stat5b/Stk39/Strn3/Tbc1d4/Tgfb2/Thrb/Timp3/Trim24/Trim63/Uba5/Ubr5/Ufl1,78
GO:0034330,cell junction organization,77/900,326/6311,2.4113951871697817e-6,1.546910012569415e-4,1.209082007882673e-4,Abcc8/Adgrl2/Ank3/Arhgap44/Asap1/Bcl2/Bdnf/Cacnb2/Cap2/Caprin1/Cdh13/Cdh2/Cdh4/Clasp1/Col4a1/Ctnnd1/Cux2/Cxadr/Dag1/Dnm1l/Dsg2/Dsp/Dst/Epha4/Ext1/Fermt2/Gja1/Gphn/Gsk3b/Heg1/Hopx/Hspa8/Igf1r/Insr/Itgb1/Kalrn/Lims1/Lrtm1/Malat1/Mapre2/Mapt/Mef2c/Mfn1/Mtss1/Mycbp2/Myo9a/Nedd4/Nedd4l/Nedd9/Nfia/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Pdpk1/Pik3r1/Pip5k1a/Plxna4/Ppfibp1/Ppp1r9a/Prickle1/Ptprk/Rapgef4/Slit2/Slk/Snta1/Tanc2/Tesk2/Tgfb2/Tmem108/Tns1/Ube2v2/Vegfa/Wdpcp/Xirp2/Zmynd8,77
GO:0098662,inorganic cation transmembrane transport,63/900,252/6311,2.8691263416798133e-6,1.810371686741902e-4,1.4150065719621926e-4,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Asph/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc23a2/Slc24a2/Slc39a14/Slc4a4/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2,63
GO:0098655,monoatomic cation transmembrane transport,64/900,258/6311,3.1702204536026306e-6,1.9664322603446223e-4,1.5369852456728148e-4,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Asph/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Pirt/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc23a2/Slc24a2/Slc39a14/Slc4a4/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2,64
GO:0030335,positive regulation of cell migration,60/900,237/6311,3.2186342530971996e-6,1.9664322603446223e-4,1.5369852456728148e-4,Ackr3/Adam17/Adamts1/Angpt1/Atp5f1a/Bcas3/Bcl2/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dnm1l/Dysf/Ednra/Epha4/Fer/Fermt2/Flt1/Gab1/Hdac4/Hdac9/Hspb1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Lgr6/Mapre2/Mgat5/Nedd9/Nfe2l2/Nr4a3/Nrp1/Nus1/Pdgfd/Pik3r1/Plpp3/Prkce/Prkd1/Prox1/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Spag9/Ssh2/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Vegfa/Wnt5b,60
GO:0040017,positive regulation of locomotion,62/900,248/6311,3.44703746422332e-6,2.073069874968056e-4,1.6203343869655015e-4,Ackr3/Adam17/Adamts1/Angpt1/Atp5f1a/Bcas3/Bcl2/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dnm1l/Dysf/Ednra/Epha4/Fer/Fermt2/Flt1/Gab1/Hdac4/Hdac9/Hspb1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Lgr6/Mapre2/Mgat5/Nedd9/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Pdgfd/Pik3r1/Plpp3/Prkce/Prkd1/Prox1/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Slit2/Spag9/Ssh2/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Vegfa/Wnt5b,62
GO:2000147,positive regulation of cell motility,61/900,243/6311,3.5866707042305792e-6,2.1073905224923764e-4,1.6471597853942135e-4,Ackr3/Adam17/Adamts1/Angpt1/Atp5f1a/Bcas3/Bcl2/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dnm1l/Dysf/Ednra/Epha4/Fer/Fermt2/Flt1/Gab1/Hdac4/Hdac9/Hspb1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Lgr6/Mapre2/Mgat5/Nedd9/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Pdgfd/Pik3r1/Plpp3/Prkce/Prkd1/Prox1/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Spag9/Ssh2/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Vegfa/Wnt5b,61
GO:0048646,anatomical structure formation involved in morphogenesis,106/900,493/6311,3.6136080666276136e-6,2.1073905224923764e-4,1.6471597853942135e-4,Abcc8/Ackr3/Actc1/Adam17/Adamts1/Adamts9/Agfg1/Agtpbp1/Agtr1a/Angpt1/Ankrd23/B4galt1/Bcas3/Bmpr1a/Casq2/Ccbe1/Ccn1/Ccn2/Ccng1/Cd59a/Cdh13/Clasp1/Col4a1/Col4a2/Col5a1/Csrp3/Dag1/Dysf/Ednra/Enah/Esrrb/Ext1/Fam20a/Fbxw7/Fhl2/Fhod3/Flnc/Flt1/Gab1/Glul/Gsk3b/Hdac9/Hk2/Hopx/Hs2st1/Hspb1/Itgb1/Kif16b/Kif26b/Lmod2/Luzp1/Mef2a/Mef2c/Meis1/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myom2/Myoz2/Neb/Nebl/Nfe2l2/Nfib/Npr3/Nr4a3/Nrp1/Nus1/Pafah1b1/Pgm5/Pln/Plxna2/Ppara/Ppargc1b/Ppp2r3a/Prickle1/Prkacb/Prkd1/Prox1/Rbpj/Rc3h1/Ripor2/Rora/Runx1/Sema5a/Shb/Shroom3/Slit2/Sptbn1/Srpk2/Stab1/Stard13/Stat3/Tbx20/Tgfb2/Tgm2/Tmed2/Tnfsf13b/Tnnt2/Tpm1/Ttn/Vegfa/Xirp1/Zeb2/Zfpm2,106
GO:0016051,carbohydrate biosynthetic process,30/900,91/6311,4.332705323038468e-6,2.4890422072201585e-4,1.9454629714444526e-4,Atf3/B3galt1/B4galt1/Epm2a/Esrrb/Ext1/Foxo1/Gbe1/Got1/Gys1/Hs2st1/Insr/Irs1/Irs2/Mdh1/Pcx/Per2/Phkg1/Ppara/Ppp1cb/Ppp1r3a/Ppp1r3b/Ppp4r3b/Ptges3/Sik1/Slc25a13/Slc39a14/Sord/Tcf7l2/Ugp2,30
GO:1904062,regulation of monoatomic cation transmembrane transport,43/900,153/6311,4.97416127557496e-6,2.8124426284545644e-4,2.1982363244378299e-4,Abcc8/Abcc9/Agtr1a/Ank3/Asph/Atp1b1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Kcnip2/Kcnip4/Kcnn2/Kcnq1/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nppa/Nr3c2/Pirt/Plcb1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2,43
GO:0055003,cardiac myofibril assembly,10/900,15/6311,5.041791149996492e-6,2.8124426284545644e-4,2.1982363244378299e-4,Actc1/Csrp3/Fhod3/Mef2a/Myl2/Mylk3/Neb/Nebl/Prox1/Ttn,10
GO:0000902,cell morphogenesis,96/900,439/6311,5.121975253548194e-6,2.8151264462772553e-4,2.200334026188729e-4,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Cap2/Caprin1/Cdh13/Cdh2/Cdh4/Cfdp1/Clic5/Clu/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epb41/Epha4/Esrrb/Ext1/Fermt2/Fgd4/Frmd6/Gja1/Golga4/Gsk3b/Hecw2/Heg1/Igf1r/Itga1/Itgb1/Itpr1/Jmjd1c/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Map7/Mapt/Mef2a/Mef2c/Mfn1/Mkln1/Mycbp2/Myl12a/Myo9a/Myot/Nedd4/Nedd4l/Nexn/Nfia/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pakap/Palmd/Parvb/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Prox1/Raph1/Rilpl1/Ripor2/Sema5a/Shroom3/Slc23a2/Slit2/Slit3/Smurf1/Sox6/Spag9/Spta1/Tanc2/Tgfb2/Tmem108/Tnik/Tpm1/Trak2/Twf2/Vegfa/Wdpcp/Zeb2,96
